34095	Could you gift wrap it?	10809078	Unaweza kufungua kama zawadi?
34114	It seems that Mr Brooke is an honest man.	10809083	inaokena kwamba Bwana Brooke ni mtu mnyoofu.
34132	I like my brandy straight.	10809088	Naipenda sana konjak yangu
34226	I would appreciate it if I had the opportunity to meet with Mr Brown again during his stay in Chicago.	10809099	Ningefurahi ikiwa ningepata fursa ya kukutana na Bw Brown tena wakati wa kukaa kwake huko Chicago.
34232	You should have Mr Brown correct your speech before the presentation.	10809102	Inafaa Bwana Brown asahihishe hotuba yako kabla ya mawasilisho.
34235	Mr Brown is jealous of his colleague's success.	10809106	Bwana Brown ana wivu kuhusu mafanikio ya mwenzake.
34236	Mr Brown was acting in the capacity of ambassador.	10809109	Bwana Brown alikuwa kaimu wa Balozi.
34248	We were all surprised at the appointment of Mr Brown as director.	10809117	Sote tulishangazwa na kuajiriwa kwa Bwana Brown kama mkurugenzi.
34286	Brian regrets starting a relationship with her and wants to escape from her.	10809125	Brian anajuta kuanza uhusiano na yeye na anataka kumtoroka.
34326	The proof of the pudding is in the eating.	10809136	Thamani halisi ya kitu inaweza kuamuliwa tu kutoka kwa uzoefu au matokeo ya vitendo na sio kutoka kwa kuonekana au nadharia.
34377	Mr Ford owns this land.	10809146	Bwana Ford anamiliki ardhi hii.
34538	Why did Bill tear the letter into pieces?	10809158	Mbona Bill alirarua barua iwe vijikaratasi?
34549	Bill replaced Jim as captain.	10809161	Bill alibadilishana na Jim kama nahodha.
34673	Hitler assumed power in 1933.	10809173	Hitler alitwa madaraka mnamo 1933.
34804	It is pleasant to shave off my beard.	10809183	Inafurahisha kunyoa ndevu zangu.
34885	Who is the boy acting the part of Peter Pan?	10809186	Mvulana yupi anayeigiza sehemu ya Peter Pan?
34941	Mr Hunt is principal of our school.	10809192	Bwana Hunt ni mkuu wa shule yetu.
34988	A ballet theater is a place in which I can study motion.	10809199	Ukumnbi wa ballet ni mahali ambapo ninaweza kusoma mwendo.
35011	I saw a flash of lightning far in the distance.	10809202	Niliona mwangaza wa umeme ukiwa mbali.
35102	If only I'd sold that property during the economic bubble, I wouldn't have suffered such a big loss.	10809215	Laiti ningekuwa nimeuza mali hiyo wakati uchumi ulipokuwa mzuri, nisingepata hasara kubwa kama hii.
35118	So this is Lady Evans.	10809221	Basi Huyu ni Bi Evans.
35189	Kick with your legs straight to go forward.	10809228	Piga kwa miguu yako iliyonyooka uwe kusonga mbele.
35428	Please remain seated until the bus stops completely.	10809237	Tafadhali keti hadi basi lisimame kabisa.
35726	Blow out all the candles on the birthday cake at once.	10809257	Zima mishumaa yote kwenye keki ya kuzaliwa mara moja.
35748	Nora looks up to her mother.	10809261	Nora anamchukua mamake kama mfano bora.
35798	A rat ran across the road.	10809269	Panya alikimbia kuvuka barabara.
35820	Put the cap back on the bottle in case the cat knocks it over.	10809272	Funga chupa endapo Paka itaigonga ianguke chini.
35977	Nick is by no means satisfied with the reward.	10809278	Nick kwa namna yoyote ile hajafurahia zawadi.
35983	Nicole can speak Japanese very well.	10809282	Nicole anaweza kuongea Kijapani vizuri.
36151	I feel sort of dizzy and I feel like throwing up.	10809289	Ninahisi kizunguzungu na nahisi kama nataka kuanguka.
36472	Why do American parents praise their children?	10809302	Mbona wazazi wa Marekani wanasifu watoto wao?
36828	Dorothy isn't in the office.	10809316	Dorothy hayuko ofisini.
36839	You can pick out any book you like.	10809319	Unaweza kuchukua kitabu chochote unachopenda.
36880	Tracy lost her glasses.	10809324	Tracy alipoteza miwani yake.
36938	A bear is a friendly beast compared to a tiger.	10809336	Dubu ni mnyama mwenye urafiki akilinganishwa na twiga.
36972	We made up our mind to come in any case.	10809340	Tuliamua kuja kwa njia yoyote.
37477	Sales have dropped off at every big department store.	10809350	Uuzaji umepungua katika duka kubwa la idara.
37621	Nobody knows exactly how many races make up the population of the United States.	10809354	Hakuna mtu anajua barabara ni jamii ngapi hufanya idadi ya watu nchini Marekani.
37887	I don't know which dress to choose; it's a toss up between the red one and the green one.	10809370	Sijui mavazi ya kuchagua; ni uchaguzi kati ya nyekundu na ile ya kijani.
37966	Which plan do you believe is better?	10809379	Ni mpango upi unaamini ni bora? "
38349	How can I pick out fresh fish?	10809392	Ninawezaje kuchagua samaki freshi?
38585	Tell me about yourself, please, Sir Anthony.	10809401	Niambie juu yako mwenyewe, tafadhali, Mheshimiwa Anthony.
38713	I can't recall the exact words.	10809407	Siwezi kukumbuka maneno halisi.
38974	Therefore, a center for the development of human resources should be built in Japan.	10809421	Kwa hivyo, kituo cha maendeleo ya rasilimali watu inapaswa kujengwa huko Japan.
39046	The door remaining locked up from inside, he could not enter the house.	10809426	Mlango uliobaki umefungwa kutoka ndani, hakuweza kuingia ndani ya nyumba.
39096	The doors were locked and we couldn't get in anyhow.	10809434	Milango ilikuwa imefungwa hivyo, hatukupata njia yoyote ya kuingia ndani.
39193	Television is a very important medium for giving information.	10809445	Runinga ni chombo muhimu sana kwa kupeana habari.
39342	Debbie! Can you hear me?	10809460	Debbie! Unaweza kunisikiliza?
39357	You can get all kinds of things to eat if you go to the free samples area in a department store.	10809466	Unaweza kupata kila aina ya vitu vya kula ikiwa unakwenda kwenye eneo la sampuli za bure katika duka la idara.
39358	There is an advertising balloon flying above the department store.	10809469	Kuna baluni ya tangazo inayoruka juu ya duka la idara.
39414	Dennis doesn't have rough manners.	10809476	Dennis hana tabia mbovu.
39431	Ted's really got computers on the brain.	10809479	Ted ana kompyuta kweli kwenye ubongo.
39560	The alternative possibilities were resistance and flight.	10809488	Uwezekano mbadala ulikuwa upinzani na kutoroka.
39574	I want a map of Texas on a scale of 1 to 250000.	10809492	Ninataka ramani ya Texas kwa kiwango cha 1 hadi 250000.
39612	There was a lamp hanging above the table.	10809497	Kulikuwa na taa iliyopachikwa juu ya meza.
39643	Please join the two ends of the tape together.	10809501	Tafadhali unganisha sehemu mbili za mwisho wa utepe pamoja.
39753	Don't bite your nails.	10809525	Usikule kucha zako.
39912	Finally, in 1314, these games had become so violent and dangerous that King Edward II made a law.	10809531	Mwishowe, mnamo 1314, michezo hii ilikuja kuwa yenye vurugu na hatari hata Mfalme Edward II akaiwekea sheria.
40065	A little bit of luck sometimes leads to an unexpected success.	10809540	Bahati kiasi wakati mwingine husababisha mafanikio yasiyotarajiwa.
40314	Please enjoy yourself at the dance.	10809558	Tafadhali jifurahishe kwenye densi.
40777	For example, they do not have to go to a stadium to see the World Series or the Super Bowl because they can enjoy watching the games in their own living rooms.	10809578	Kwa mfano, sio lazima waende kwenye uwanja kutazama msururu wa Dunia au Super Bowl kwa sababu wanaweza kufurahia kutazama michezo hiyo katika vyumba vyao.
41079	So, it isn't hot at all.	10809587	Kwa hivyo sio moto hata kidogo.
41175	Most college students use computers mainly for writing papers.	10809596	Wanafunzi wengi wa vyuo hutumia kompyuta kwa kiasi kikubwa kuandikia mitihani
41181	Most people like watching TV.	10811117	Watu wengi wanapenda kutazama runinga.
41211	In most cases, car accidents result from lack of sleep.	10811121	Katika hali nyingi, ajali za gari hutokana na ukosefu wa usingizi.
41234	There's little chance of keeping slim, unless you stick to a diet.	10811124	Kuna nafasi ndogo ya kubaki mwembamba, isipokuwa umeshikamana na kujinyima vyakula vingine.
41255	The Soviet troops started to withdraw from Afghanistan.	10811128	Majeshi ya Soviet yalianza kujiondoa kutoka Afghanistan.
41969	They will help you to get warm.	10811149	Zitakusaidia kupata joto.
42124	It is a hall rather than a room.	10811156	Ni ukumbi badala ya chumba.
42190	That's just a cheap publicity stunt.	10811161	Huo ni utapeli wa bure tu.
42968	That's when we learned that the main post office was on fire and that they had kidnapped our president.	10811189	Hapo ndipo tulipofahamu kwamba ofisi kuu ya posta ilishika moto na kwamba walikuwa wamemnyakua rais wetu.
43047	That was the only way we could defend ourselves against all this terrible shooting.	10811195	Hiyo ndiyo njia ya pekee ambayo tunaweza kujitetea dhidi ya ufiatuaji huu wote mbaya.
43151	Then he got dressed, stuffed his lecture notes into his briefcase, and ran down the stairs.	10811203	Kisha akavaa, akaingiza maandishi yake ya hotuba ndani ya muhtasari wake, akakimbia ngazi.
43172	It then became necessary to settle the best route for the line to follow; and that was determined, in the first place, by the shape of the land it had to cross.	10811208	Kisha ikawa muhimu kuamua njia bora ya mstari kufuata; na hiyo iliamuliwa, kwanza na muundo wa ardhi ambayo ilibidi uvuke.
43263	Many a man believes the story.	10811216	Mara nyingi binadamu huamini stori.
43416	The old doctor gave individual attention to each patient.	10811224	Yule daktari mzee aliwashughulikia wagonjwa wake kwa makini.
43451	There are very few passengers in the train.	10811227	Kuna watu wachache kwa gari la moshi.
43459	Will the therapy cause me any pain?	10811230	Je, tiba hiyo itanisababishia maumivu yoyote?
43487	The track meet was called off on account of the heavy rain.	10811234	Mkutano wa kukimbia ulisitishwa kwa sababu ya mvua kubwa.
43537	The brave knight steps forward and kisses the lady on the hand.	10811238	Hatua ya ujasiri unasongea mbele na kumbusu bibi huyo kwa mkono.
43640	Let's leave the problem until tomorrow.	10811243	Tuache iyo shida mpaka kesho.
43813	The colors of the pattern are very ordinary.	10811253	Rangi za muundo ni za kawaida sana.
43839	The widow suffered from stomach cancer.	10811258	Mjane huyo alipatwa na saratani ya tumbo.
44099	The soldier lay injured on the ground.	10811271	Maaskari walilala chini wakiwa wamejeruhiwa.
44132	The surface of the object is fairly rough.	10811277	Uso wa kitu ni mbaya.
44270	The lady's funeral was held at the local church.	10811287	Mazishi ya mwanamke huyo yalifanyika katika kanisa la mtaa huo.
44317	To prevent the disease from spreading quickly was not an easy task.	10811291	Ili kuzuia ugonjwa kuenea haraka haikuwa kazi rahisi.
44346	The airplane flies at a speed of five hundred kilometers per hour.	10811296	Ndege inapepea kwa kasi ya kilomita mia tano kwa saa.
44559	The cat took advantage of the high grass to creep on the bird.	10811309	Paka alitumia faida ya nyasi kuwa ndefu katika kummendea ndege.
44581	The fire, driven by an east wind, destroyed the center of the city.	10811313	Moto, ukiopeperushwa na upepo wa mashariki, uliharibu katikati ya mji.
44640	There are subtle differences between the two things.	10811319	Kuna tofauti hila kati ya mambo haya mawili.
44734	The island is covered with ice and snow during the winter.	10811325	Kisiwa hufunikwa na barafu na theluji wakati wa baridi.
44776	During that winter, writing occupied most of my free time.	10811329	Wakati huo wa msimu wa kipupwe, uandishi ulichukua muda wangu wa starehe.
44994	The street is named for President Madison.	10811343	Barabara hii imepewa jina la Rais Madison
45033	If that city were a color, it would be a color with a quiet sort of dignity ... wine red, say.	10811351	Ikiwa jiji hilo lilikuwa rangi, itakuwa rangi na utulivu wa aina yake ... divai nyekundu, sema.
45038	The town is located in the extreme north of Japan.	10811355	Mji huo upo kaskazini mwa Japan.
45102	Among these there may be new sources of food fish and new species of other creatures.	10811362	Miongoni mwa hivyo huenda kuna vyanzo vipya ya samaki na aina nyingine ya viumbe
45282	The man was too fat to move by himself.	10811372	Mwanamume huyo alikuwa na uzani mkubwa hivyo hangeweza kutembea kivyake.
45451	The country's foreign trade depends entirely on this port.	10811380	Biashara ya nje ya nchi inategemea kabisa bandari hii.
45548	The villagers serve their own needs by taking turns driving the bus.	10811388	Wanakijiji hutumikia mahitaji yao kwa kubadilisha usukani kuendesha basi.
45657	The campaign succeeded and he won the election.	10811394	Kampeni zilifaulu na akashinda uchaguzi.
45663	The ship will set sail for Hong Kong tomorrow at 3 p.m.	10811397	Meli hiyo itaanza safari ya Hong Kong kesho saa 9 mchana.
46002	Covered with dust, the doll stood in the corner of the room.	10811411	Doli ilisimama kwenye kona ya chumba ilikwa imefunikwa na vumbi.
46176	Terms were signed between Japan, Germany, Great Britain and the United States.	10811427	Masharti yalitiwa saini kati ya Japan, Germany, Uingereza na Marekani.
46217	The castle stands three miles north of the town.	10811432	Kasri liko maili tatu kaskazini mwa mji.
46474	The girl tore the cloth.	10811442	Msichana alichana nguo.
46503	The path continues straight ahead for miles on end.	10811445	Njia inaendelea moja kwa moja kwa maili mwishoni.
46735	The glove has a hole in the thumb.	10811457	Glovu imetoboka kwa kidole cha gumba.
46894	A group of scientists stood by, ready to record the experiment.	10811467	Kundi la wanasayansi lilisimama, tayari kurekodi majaribio.
47259	Your success in the enterprise depends on your effort.	10811480	Kufanikiwa kwako katika biashara kunategemea bidii yako.
47602	I arranged the business with Mr Brown.	10811494	Nilipanga biashara na Bw. Brown.
47699	The cruel man beat the dog with a whip.	10811497	Mtu mkatili alimpiga mbwa kwa mjeledi.
47703	That forest fire happened from natural cause.	10811500	Moto huo wa msituni ulisababishwa na hali ya kawaida.
47712	The mountain is famous in myth and legend.	10811503	Mlima ni maarufu katika ngano na hadithi.
47779	The author presented a copy of his latest book to me.	10811510	Mwandishi alinipatia nakala ya karibuni.
48017	The performance was received with applause.	10811526	Maonyesho yalipokelewa kwa shangwe.
48127	The ice on the lake is too thin to bear your weight.	10811532	Barafu iliyo kwenye ziwa ni nyembamba sana kubeba uzito wako.
48130	The beauty of the lake is beyond description.	10811535	Urembo wa ziwa hauelezeki.
48322	Only part of the building has been destroyed by the earthquake.	10811543	Ni sehemu moja ya jengo iliyoharibiwa na mtetemeko wa ardhi.
48422	It's nothing impressive. It's just a bit part in that play.	10811548	Sio kitu cha kuvutia. Ni sehemu kidogo tu katika mchezo huo.
48450	The alarm sent everyone rushing out of the room.	10811551	Kengele ilipeleka kila mtu kukimbilia nje ya chumba.
48459	The cop was shot on his beat.	10811554	Polisi alipigwa risasi kwenye lindo lake.
48593	The army was involved in a number of brilliant actions during the battle.	10811559	Jeshi lilihusika katika matendo mengi kadhaa wakati wa vita.
48601	The lord held absolute power over his subjects.	10811563	Bwana alikuwa na mamlaka kabisa juu ya raia wake.
48692	The church was built hundreds of years ago.	10811570	Kanisa lilijengwa mamia ya miaka iliyopita.
48774	The article was an invitation for public protest against the newspaper.	10811579	Nakala hiyo ilikuwa mwaliko wa maandamano ya umma dhidi ya gazeti hili.
48938	Students are forbidden to smoke on the school grounds.	10811588	Wanafunzi wanakatazwa kuvuta siraga kwenye maeneo ya shule.
49093	The company couldn't cope with sudden changes.	10811595	Kampuni hiyo haikuweza kukabiliana na mabadiliko ya ghafla.
49129	The company's financial year runs from April until March of the following year.	10811600	Mwaka wa kifedha wa kampuni hiyo unaanzia Aprili hadi Machi ya mwaka uliofuata.
49186	I didn't commit myself to attend the meeting.	10811605	Sikuahidi kuhudhuria mkutano.
49272	That song reminds me of a famous movie actor.	10811611	Wimbo huo unanikumbusha muigizaji maarufu wa sinema.
49300	The scientist tried to discover Nature's laws.	10811614	Mwanasayansi alijaribu kugundua sheria Asili.
49307	The family has been cursed with poor health.	10811617	Familia imelaaniwa kwa afya mbaya.
49465	The dirty boy turned out to be a prince in disguise.	10811625	Mvulana mchafu aligeuka kuwa mwanamfalme.
49500	The director used his power to arrange a special place in the cinema world.	10811636	Mkurugenzi alitumia nguvu yake kupanga mahali maalumu katika ulimwengu wa sinema.
49579	The driver really screwed up the team when he drove them to the wrong playing field in a different town.	10811642	Dereva aliikosea timu kweli wakati alipowapeleka kwenye uwanja usiofaa wa kucheza ulio mji tofauti.
49589	The rumor became common property.	10811645	Uvumi huo ukawa mali ya kawaida.
49717	Whoever wins the race will receive the prize.	10811656	Yeyote atakayeshinda mbio atapata tuzo.
49783	Bear in mind that, under such circumstances, we have no alternative but to find another buyer.	10811661	Kumbuka kwamba, katika hali kama hizi, hatuna njia nyingine ila kupata mnunuzi mwingine.
49921	The boat uses a motor for the power.	10811667	Mashua inatumia mota kuipa nguvu.
49998	The parade was led by an army band.	10811673	Gwaride hilo liliongozwa na bendi ya jeshi.
50246	The data was completely useless.	10811685	Data hiyo ilikuwa haina maana kabisa.
50348	The monkey took a banana by means of the stick.	10811691	Tumbili alichukua ndizi kupitia kijiti.
50390	The garbage is giving off a terrible smell.	10811694	Takataka inatoa harufu mbaya.
50511	Two can play at that game.	10811699	Watu wawili wanaweza kucheza mchezo huo.
50594	The money was put into a special fund to buy books for the school library.	10811702	Pesa hiyo iliwekwa katika mfuko maalum kununua vitabu kwa maktaba ya shule.
50774	Now, just let the clay slide between your fingers.	10811710	Sasa, acha tu udongo uteleze kati ya vidole vyako.
50811	And they will continue to influence the world through the excitement of their literature, movies and music.	10811715	Na wataendelea kushawishi ulimwengu kupitia msisimko wa fasihi zao, sinema na muziki.
50981	There you see the gate which Mr Jones built.	10811721	Huko unaona lango ambalo Mr Jones aliijenga.
51174	They were based on goods which the members of a society recognized as having value.	10811726	Zilitokana na bidhaa ambazo wanachama wa jamii walitambua kuwa zina thamani.
51535	Mr Smith gave a lecture on literature.	10811741	Bwana Smith alitoa hotuba ya fasihi.
51545	Mr Smith is accused of breach of contract.	10811745	Bwana Smith ameshtakiwa kwa uvunjaji wa mkataba.
51546	Mr Smith proposed marriage to Jane.	10811748	Bwana Smith alimposa Jane.
51557	Talking of Professor Smith, his assistant is hard of hearing.	10811751	Kuzungumzia Profesa Smith, msaidizi wake ni mgumu kusikiliza.
51588	Mr Smith is within shouting distance.	10811754	Bwana Smith yupo karibu.
51594	A farewell party was held in honor of Mr Smith.	10811757	Hafla ya heri njema ilifanyika kwa heshima ya Bwana Smith.
51595	Please connect me with Mr Smith.	10811760	Tafadhali wasiliana na Bw. Smith.
51751	Every experiment required a protected environment and an entirely objective frame of mind.	10811769	Kila jaribio lilihitaji mazingira ya kulindwa na urazini kamili wa akili.
51867	The spy sent information by code.	10811774	Jasusi huyo alituma habari kwa kuficha.
51938	Steve received a letter from Jane.	10811785	Steve alipokea barua kutoka kwa Jane.
51997	Scott received a very strict education.	10811792	Scott alipokea elimu madhubuti.
52399	Susan eats like a bird and leaves most of the food on her plate.	10811807	Susan anakula kama ndege na kubakisha chakula kwenye sahani yake.
52425	I beg your pardon. I didn't think this was your seat.	10811812	Naomba radhi. Nikufikiria hiki kilikuwa kiti chako.
52485	It is rude to stare at strangers.	10811816	Ni kukosa heshima kuwaangalia wageni.
52567	John always breaks the ice in class.	10811821	Kila wakati Jonh huteleza taarifa darasani.
52638	John knows English history from A to Z.	10811826	John anajua historia yote ya Kiingereza.
52684	Probably John will pass the examination.	10811831	Pengine John ataupita mtihani.
52792	Mr Johnson suddenly changed his mind and signed the contract.	10811840	Bwana Johnson alibadilisha mawazo ghafla na kutia saini mkataba.
52828	I can't understand why John turned down a job as good as that.	10811844	Siwezi kuelewa kwanini John alikataa kazi nzuri kama ile.
52855	The shopping center is a mile further down the road.	10811849	Kituo cha ununuzi ni maili moja zaidi.
52926	Mr Jordan woke up suddenly.	10811863	Bwana Jordan aliamka ghafla.
52935	Mr George Bush is the forty-first president of the United States.	10811867	Bwana George Bush ndiye rais wa arobaini na moja wa Amerika.
52978	Georgia is his native state.	10811871	Georgia ndio jimbo lake la asili.
52997	Julie received a Christmas card from her brother in Italy.	10811876	Julie alipokea kasi ya Krismasi kutoka kwa kaka yake wa Italia.
53030	Don't drop cigarette ash on the carpet.	10811884	Usiangusha jivu la sigara kwenye zulia.
53161	Jack and Betty have been going steady for a month.	10811897	Jack na Betty wamekuwa na mahusiano thabiti kwa mwezi mmoja.
53163	Jack, Jill and Alice went up the hill.	10811900	Jack, Jill na Alice walipanda mlimani.
53181	Mr Jackson has recently transferred to Tokyo from Los Angeles.	10811905	Bwana Jackson amehamia Tokyo kutoka Los Angeles hivi karibuni.
53238	You cannot rely upon Jim's words since he tries to please everybody.	10811911	Hauwezi kutegemea maneno ya Jim kwani anajaribu kumpendeza kila mtu.
53348	Jim and Mike threw the ball back and forth.	10811921	Jim na Mike walitupa mpira nyuma na mbele.
53373	Jimmy is to some extent capable of performing this operation.	10811925	Jimmy kwa kiwango fulani anaweza kufanya operesheni hii.
53530	But showing off the presents could embarrass the guests who did not bring one.	10811933	Lakini kuonyesha zawadi zake kunaweza kuwaaibisha wageni ambao hawakuleta chochote.
53607	But in many ways, the bird called Alex is unusual, for it has shown the kind of mental abilities that scientists once thought only humans had.	10811938	Lakini kwa njia kadhaa, ndege aitwaye Alex sio wa kawaida, kwa kuna ameonyesha uwezo wa kiakili ambao wanasayansi waliwahi kufikiri ni binadamu tu anao.
53682	Did Jerry really win a lottery?	10811945	Je, kweli Jerry alishinda bahati nasibu?
53684	Jeff thinks he will never fall in love.	10811949	Jeff anafikiri hawezi kuangukia kwenye mapenzi.
53699	The jet plane landed following the instructions of the control tower.	10811957	Ndege ya jeti ilitua kufuatia maagizo ya mnara wa kudhibiti.
53708	It is exciting to welcome Jane.	10811960	Inafurahisha kumkaribisha Jane.
53797	Jane must stop giving way to her desire for chocolate.	10811965	Jane lazima aache tamaa yake ya chokoleti.
53884	Whether Shakespeare wrote this poem or not will probably remain a mystery.	10811974	Kama Shakespeare aliandika shairi hili au la, litaendelea kuwa fumbo.
53956	Sally called on Mr Taylor.	10811984	Sally alimwendea Bwana Taylor.
53970	To make matters worse, he isn't even conscious of annoying his neighbors.	10811988	Jambo baya hata zaidi ni kwamba hata haoni kuwa anawakasirisha majirani zake.
53983	To make matters worse, he began to drink sake.	10811991	Kufanya mambo mabaya zaidi, alianza kunywa mvinyo wa sake.
54123	The whole soccer team was on cloud nine after winning the championship.	10812008	Timu nzima ya mpira walifurahia sana baada ya kushinda ubingwa.
54268	Let's break up the party.	10812015	Tusitishe tafrija.
54277	Now, go and have a good time. The work can wait.	10812018	Sasa, nenda kapumzike. Kazi inaweza kungoja.
54298	A map is available upon request.	10812021	Ramani inapatikana ukituma ombi.
54556	The machine again made the usual noise and printed out the following analysis.	10812028	Mashine tena ilifanya kelele ya kawaida na kuchapisha uchambuzi ufuatao.
54802	Such treatment would make anybody rebel.	10812036	Utendaji huo ungefanya mtu yeyote kuasi.
54904	If you request a further discount, we suggest changing the terms of payment.	10812040	Ukiomba kipunguzi zaidi, tutakushauri ubadilishe masharti ya malipo.
55047	These green leaves turn red or yellow in fall.	10812047	Majani haya ya kijani hugeuka nyekundu au manjano katika msimu wa kipupwe.
55068	As these trees grow tall, they rob the grass of light.	10812051	Miti hii inapokua ndefu, hunyakua mwangaza kwa nyasi.
55166	What accounts for these symptoms hasn't been discovered yet.	10812055	Kinachosababisha dalili hizi hakijagunduliwa bado.
55334	In all my career as a travel agent, I never visited Africa.	10812059	Katika kazi yangu yote kama wakala wa kusafiri, sikuwahi kutembelea Afrika.
55406	It is something my mother made.	10812064	Mama yangu alikifanyiza.
55486	This is too good a chance to lose.	10812072	Hii ni nafasi nzuri sana ya kupoteza.
56513	This tour takes in each of the five main islands.	10812103	Ziara hii inahusika visiwa vyote vitano.
56544	Nothing can excuse him for such rude behavior.	10812107	Hakuna kinachoweza kumruhusu kwa tabia hiyo mbaya.
56773	This tree has been standing for five decades.	10812117	Mti huu umekuwa ukisimama kwa miongo mitano.
56968	This book will be helpful to your study.	10812126	Kitabu hiki kitasaidia katika masomo yako.
57445	This art collection is rich in paintings by Dutch masters.	10813395	Mkusanyiko huu wa sanaa ni tajiri katika picha za kuchora na mabwana wa Uholanzi.
57639	There seems to be some genetic problem with this animal.	10813406	Inaonekana kuna shida ya kimaumbile kwa mnyama huyu.
57653	Most snakes on this island are harmless.	10813409	Nyoka nyingi katika kisiwa hiki hawadhuru.
57830	The city was ruined by the brutal force of nature.	10813419	Jiji liliharibiwa na nguvu ya kikatili ya asili.
57854	Is there a museum in this town?	10813423	Je, kuna makumbusho katika mji huu?
57865	The frequency of crime in the town is high.	10813426	Masafa ya uhalifu mjini ni kubwa.
57949	This boy has a strong and healthy body.	10813435	Mvulana huyu ana mwili thabiti na yenye afya.
58089	I name this ship the Queen Elizabeth.	10813440	Naita meli hii Malkia Elizabeth.
58281	Add up this column of figures.	10813453	Ongeza kolamu hii kwenye jedwali.
58302	There are a great many books in this library.	10813458	Kuna vitabu vingi vizuri maktabani.
58516	This lady witnessed an accident at three o'clock this afternoon.	10813473	Mwanamke huyi alishuhudia ajali saa tisa za mchana leo.
58561	We'll need a head hunting agency to find the right man for this executive position.	10813477	Tutahitaji wataamu wa ajira kupata mtu anayefaa kwa msimamo huu wa mtendaji.
58641	When I have finished writing the letter, I will take you to the lake about two miles beyond the hill.	10813483	Nikimaliza kuandika barua, nitakupeleka kwenye ziwa umbali wa maili mbili zaidi ya kilima.
58945	This clock strikes the quarter hour.	10813491	Saa hii inagonga robo saa.
59108	This job makes tremendous claims on our emotional strength.	10813503	Kazi hii inafanya madai makubwa kwa uwezo nguvu zetu za kihisia.
59207	According to this magazine, my favorite actress will marry a jazz musician next spring.	10813510	Kulingana na gazeti hili, mwigizaji wangu pendwa atamuoa mwanamuziki wa jazz msimu ujao.
59410	I hope this expense report contains all the relevant business expenses because I'm not paying a cent more after this.	10813519	Natumahi ripoti hii ya gharama ina gharama zote muhimu za biashara kwa sababu sitalipa senti nyingine zaidi baada ya hii.
59492	Please accept our apologies for the trouble this matter has caused you.	10813525	Tafadhali ukubali msamaha wetu kwa tatizo ambalo jambo hili limesababisha.
59533	This project will involve 50 trained staff members.	10813531	Mradi huu utahusisha wafanyakazi 50 waliopitia mafunzo.
59674	This church dates from the 12th century.	10813538	Kanisa hili lilianzia karne ya 12.
59702	The butcher who sold me this beef is always friendly.	10813541	Mchinjaji aliyeniuzia nyama hii ni rafiki kila wakati.
59756	This rule does not apply to the case.	10813547	Sheria hii haitumiki kwa kesi hiyo.
59790	This machine answers to human voice.	10813551	Mashine hii inajibu sauti ya mwanadamu.
59833	I'd like to take advantage of this opportunity to thank you all for your cooperation.	10813555	Ningependa kuchukua nafasi hii kuwashukuru nyote kwa ushirikiano wenu.
59845	This desk is different from the one I ordered.	10813558	Dawati ni tofauti na nililoagiza.
59969	This painting will pass for genuine.	10813564	Picha hii itathibishwa kuwa halisi
59999	I felt like a fish out of water at this firm.	10813567	Nilihisi kama samaki nje ya maji katika kampuni hii.
60081	The fire reduced the whole village to ashes.	10813575	Moto ulipunguza kijiji kizima kuwa majivu.
60128	The scientist is famous not only in Japan but also in foreign countries.	10813578	Mwanasayansi huyo sio maarufu nchini Japan tu, bali pia katika nchi za nje.
60279	With this one exception, it is quite wrong to suppose that a simple culture will also have a simple language.	10813583	Kwa kighairi hiki kimoja, si sawa kudhani kuwa utamaduni ulio rahisi pia una lugha rahisi.
60703	Does this bus go to the train station?	10813599	Je, basi hili hufika kwenye kituo cha treni?
60716	The owner of this bar never sells liquor on credit.	10813602	Mmiliki wa bar hii huwa hauzi pombe kwa deni.
60851	This theme should be treated in more detail.	10813610	Mada hii inapaswa kushughulikiwa kwa undani zaidi.
60895	This chocolate is very sweet and tasty.	10813615	Chokoleti hii ni tamu sana na ina ladha.
60915	This tire is showing wear.	10813618	Tairi hii inaonekana kuzeeka.
61012	This symbol stands for strength and integrity.	10813624	Ishara inasimamia nguvu na uadilifu.
61446	Don't pour hot water into the glass or it will crack.	10813633	Usimimine maji ya moto kwenye glasi au itapasuka.
61456	The glass crashed to the ground.	10813637	Kioo kilianguka chini.
61536	This is Miss Curtis.	10813643	Huyu ni Bi Curtis.
61641	This is the TV station where my uncle works as an announcer.	10813647	Hii ndio kituo cha Runinga ambapo mjomba wangu hufanya kazi kama mtangazaji.
62026	Between ourselves, he keeps a mistress.	10813656	Baina yetu, anaendelea mpenzi wa kando.
62068	It's the same wherever you try and escape: everywhere is a death row, and everyone's a victim.	10813660	Ni sawa popote unapojaribu na kutoroka: kila mahali kuna safu ya kifo, na kila mtu ni mwathirika.
62099	How long does it take from here to the station?	10813665	Inachukua muda gani kutoka hapa hadi stesheni?
62284	Gordon has had his head in the clouds all week.	10813671	Gordon amekuwa na mawazo mengi wiki nzima.
62303	I'd like seats about fifty yards from the court.	10813675	Ningependa viti viwe karibu na yadi hamsini kutoka kwa bustani.
62305	The coach made the players run five miles a day.	10813678	Kocha huyo aliwafanya wachezaji kukimbia maili tano kwa siku.
62564	Kelly cleared his throat and begin to speak.	10813689	Kelly alisafisha koo lake na kuanza kuongea.
